potentiometer0,potentiometer1,potentiometer2,potentiometer3,potentiometer4,potentiometer5,potentiometer6
-0.0742813249228107,-0.005155279858571005,-0.0026719481286099165,-0.08779257402147556,0.00045910689059702747,0.030959375837462222,-0.0030605162466872393
-0.07433467746120304,-0.005155279858571005,-0.002667858436400777,-0.08798046165497153,-0.0002775436362951744,0.029957481367337113,-0.003708366708491617
-0.07417461984602625,-0.005085284809131396,-0.0026637687441916393,-0.08779257402147556,-9.338100457245702e-05,0.030048562682802427,-0.003708366708491617
-0.07417461984602625,-0.005120282333850978,-0.0026801275130281937,-0.08779257402147556,0.000274944258873866,0.030686131891064505,-0.0029679661807153757
-0.07422797238441836,-0.005085284809131396,-0.0026760378208190543,-0.08779257402147556,0.000274944258873866,0.030777213206530707,-0.0030605162466872393
-0.07433467746120304,-0.005155279858571005,-0.0026801275130281937,-0.08798046165497153,0.0011957574174892294,0.03141478241479234,-0.0021350155869663823
-0.0742813249228107,-0.005155279858571005,-0.0026637687441916393,-0.08769863020472757,0.000274944258873866,0.030686131891064505,-0.0033381664446032744
-0.07412126730763391,-0.00505028728441137,-0.0026719481286099165,-0.08779257402147556,0.00045910689059702747,0.030503969260132546,-0.0033381664446032744
-0.0742813249228107,-0.005225274908011057,-0.0026760378208190543,-0.08798046165497153,0.00045910689059702747,0.030959375837462222,-0.002875416114743068
-0.07412126730763391,-0.005155279858571005,-0.002667858436400777,-0.08798046165497153,9.078162715114857e-05,0.030595050575598748,-0.0030605162466872393
-0.07433467746120304,-0.005155279858571005,-0.0026760378208190543,-0.08779257402147556,0.0012878387333512542,0.0315969450457243,-0.00222756565293869
-0.07417461984602625,-0.005190277383291031,-0.002667858436400777,-0.08798046165497153,0.00045910689059702747,0.03086829452199602,-0.002875416114743068
-0.07417461984602625,-0.005155279858571005,-0.0026719481286099165,-0.08798046165497153,0.0014720013650739716,0.031779107676655816,-0.0020424655209945186
-0.07406791476924157,-0.005085284809131396,-0.0026760378208190543,-0.08760468638797914,0.00045910689059702747,0.030686131891064505,-0.003153066312659103
-0.07417461984602625,-0.005085284809131396,-0.0026801275130281937,-0.08779257402147556,0.0009195134699049312,0.031232619783860827,-0.002597765916827033
-0.07417461984602625,-0.005120282333850978,-0.0026719481286099165,-0.08807440547171996,0.0006432695223206331,0.030686131891064505,-0.002875416114743068
-0.0742813249228107,-0.005155279858571005,-0.0026596790519825032,-0.0882622931052155,0.00045910689059702747,0.03086829452199602,-0.0030605162466872393
-0.07412126730763391,-0.005085284809131396,-0.0026801275130281937,-0.08769863020472757,0.00045910689059702747,0.030686131891064505,-0.003153066312659103
-0.07406791476924157,-0.005015289759691344,-0.0026801275130281937,-0.08760468638797914,0.00045910689059702747,0.030777213206530707,-0.002875416114743068
-0.07417461984602625,-0.00505028728441137,-0.0026801275130281937,-0.08798046165497153,0.000274944258873866,0.030503969260132546,-0.003153066312659103
-0.07422797238441836,-0.005085284809131396,-0.0026760378208190543,-0.08779257402147556,9.078162715114857e-05,0.03032180662920103,-0.0033381664446032744
-0.0742813249228107,-0.005120282333850978,-0.0026923965896556087,-0.08798046165497153,0.0011957574174892294,0.03168802636119006,-0.00222756565293869
-0.07417461984602625,-0.005120282333850978,-0.0026801275130281937,-0.08807440547171996,-0.00036962495215675517,0.03041288794466679,-0.0036158166425193095
-0.0742813249228107,-0.005085284809131396,-0.0026637687441916393,-0.08798046165497153,9.078162715114857e-05,0.03041288794466679,-0.0035232665765470017
-0.07412126730763391,-0.00505028728441137,-0.0026719481286099165,-0.08779257402147556,0.00045910689059702747,0.03086829452199602,-0.0030605162466872393
-0.07433467746120304,-0.00505028728441137,-0.0026719481286099165,-0.08798046165497153,0.0009195134699049312,0.03132370109932614,-0.0024126657848824173
-0.07422797238441836,-0.005015289759691344,-0.0026842172052373315,-0.08769863020472757,0.0009195134699049312,0.03132370109932614,-0.002597765916827033
-0.0742813249228107,-0.005155279858571005,-0.002667858436400777,-0.08798046165497153,0.00045910689059702747,0.030777213206530707,-0.002875416114743068
-0.07433467746120304,-0.005085284809131396,-0.0026801275130281937,-0.08769863020472757,-0.0002775436362951744,0.029684237420938953,-0.0038934668404357886
-0.0742813249228107,-0.005190277383291031,-0.0026637687441916393,-0.08816834928846795,0.0006432695223206331,0.030959375837462222,-0.00278286604877076
-0.07422797238441836,-0.005155279858571005,-0.0026719481286099165,-0.08798046165497153,0.0003670255747354467,0.030686131891064505,-0.0033381664446032744
-0.0742813249228107,-0.005085284809131396,-0.002667858436400777,-0.08798046165497153,0.0018403266285202946,0.03232559556945214,-0.0013946150591901407
-0.07433467746120304,-0.005085284809131396,-0.0026760378208190543,-0.08779257402147556,0.0005511882064590523,0.030686131891064505,-0.003153066312659103
-0.0742813249228107,-0.005155279858571005,-0.0026719481286099165,-0.08807440547171996,0.00045910689059702747,0.03086829452199602,-0.0032456163786309666
-0.07422797238441836,-0.005155279858571005,-0.0026719481286099165,-0.08798046165497153,0.00018286294301272932,0.030686131891064505,-0.003153066312659103
-0.07417461984602625,-0.00505028728441137,-0.0026719481286099165,-0.08807440547171996,-0.00036962495215675517,0.030048562682802427,-0.0035232665765470017
-0.07417461984602625,-0.0049802922349715395,-0.0026801275130281937,-0.08769863020472757,0.000274944258873866,0.030595050575598748,-0.0030605162466872393
-0.07406791476924157,-0.00505028728441137,-0.0026801275130281937,-0.08769863020472757,9.078162715114857e-05,0.03023072531373483,-0.0033381664446032744
-0.0742813249228107,-0.005225274908011057,-0.0026719481286099165,-0.08816834928846795,0.0003670255747354467,0.03086829452199602,-0.0030605162466872393
-0.07412126730763391,-0.005085284809131396,-0.0026760378208190543,-0.08779257402147556,0.00018286294301272932,0.030503969260132546,-0.0029679661807153757
-0.07422797238441836,-0.005155279858571005,-0.0026719481286099165,-0.08760468638797914,0.000274944258873866,0.030595050575598748,-0.003153066312659103
-0.07433467746120304,-0.005085284809131396,-0.0026801275130281937,-0.08798046165497153,0.000274944258873866,0.030777213206530707,-0.003153066312659103
-0.07433467746120304,-0.005085284809131396,-0.0026719481286099165,-0.08798046165497153,0.0003670255747354467,0.030777213206530707,-0.0029679661807153757
-0.07417461984602625,-0.00505028728441137,-0.0026883068974464693,-0.08798046165497153,0.0012878387333512542,0.03187018899212202,-0.0019499154550222109
-0.07422797238441836,-0.005225274908011057,-0.0026760378208190543,-0.08798046165497153,-0.0004617062680183359,0.029957481367337113,-0.0038934668404357886
-0.07412126730763391,-0.005085284809131396,-0.0026801275130281937,-0.0878865178382231,0.000274944258873866,0.030777213206530707,-0.0033381664446032744
-0.07417461984602625,-0.005085284809131396,-0.0026719481286099165,-0.08779257402147556,0.000274944258873866,0.030595050575598748,-0.003153066312659103
-0.07433467746120304,-0.005155279858571005,-0.0026760378208190543,-0.08816834928846795,0.00045910689059702747,0.030595050575598748,-0.0030605162466872393
-0.07417461984602625,-0.00505028728441137,-0.0026801275130281937,-0.08798046165497153,0.0003670255747354467,0.030686131891064505,-0.0030605162466872393
-0.07412126730763391,-0.005155279858571005,-0.0026719481286099165,-0.08779257402147556,0.0006432695223206331,0.030777213206530707,-0.0029679661807153757
-0.07417461984602625,-0.00505028728441137,-0.0026883068974464693,-0.08807440547171996,0.00045910689059702747,0.030777213206530707,-0.0029679661807153757
-0.07433467746120304,-0.005085284809131396,-0.0026637687441916393,-0.08807440547171996,0.0003670255747354467,0.03023072531373483,-0.0032456163786309666
-0.07422797238441836,-0.005015289759691344,-0.0026719481286099165,-0.08769863020472757,0.0003670255747354467,0.030686131891064505,-0.003153066312659103
-0.07438802999959537,-0.005085284809131396,-0.002667858436400777,-0.08798046165497153,0.0008274321540433505,0.031232619783860827,-0.002597765916827033
-0.07417461984602625,-0.005155279858571005,-0.0026719481286099165,-0.08779257402147556,0.0003670255747354467,0.030686131891064505,-0.003153066312659103
-0.07406791476924157,-0.005120282333850978,-0.0026760378208190543,-0.08779257402147556,0.000274944258873866,0.030777213206530707,-0.0029679661807153757
-0.07417461984602625,-0.00505028728441137,-0.0026801275130281937,-0.08779257402147556,0.00045910689059702747,0.030959375837462222,-0.00278286604877076
-0.07412126730763391,-0.005085284809131396,-0.0026719481286099165,-0.08779257402147556,0.000274944258873866,0.030503969260132546,-0.0030605162466872393
-0.0742813249228107,-0.005155279858571005,-0.0026760378208190543,-0.08807440547171996,0.0003670255747354467,0.030777213206530707,-0.00278286604877076
-0.07433467746120304,-0.005085284809131396,-0.0026760378208190543,-0.08798046165497153,0.00045910689059702747,0.03086829452199602,-0.002875416114743068
-0.07412126730763391,-0.005085284809131396,-0.0026719481286099165,-0.08769863020472757,0.000274944258873866,0.031232619783860827,-0.0030605162466872393
-0.07417461984602625,-0.00505028728441137,-0.0026801275130281937,-0.08798046165497153,-0.0002775436362951744,0.03023072531373483,-0.0033381664446032744
-0.0742813249228107,-0.005120282333850978,-0.0026719481286099165,-0.08816834928846795,0.00045910689059702747,0.03086829452199602,-0.0029679661807153757
-0.0742813249228107,-0.005085284809131396,-0.0026760378208190543,-0.08769863020472757,0.001379920049212835,0.031232619783860827,-0.0023201157189105537
-0.07422797238441836,-0.005085284809131396,-0.0026760378208190543,-0.08779257402147556,0.00045910689059702747,0.030686131891064505,-0.002875416114743068
-0.07422797238441836,-0.005085284809131396,-0.0026719481286099165,-0.08798046165497153,9.078162715114857e-05,0.03041288794466679,-0.003153066312659103
-0.07417461984602625,-0.005190277383291031,-0.0026923965896556087,-0.08779257402147556,0.0003670255747354467,0.030595050575598748,-0.0029679661807153757
-0.07422797238441836,-0.005085284809131396,-0.0026637687441916393,-0.08779257402147556,0.0006432695223206331,0.031050457152928423,-0.00278286604877076
-0.07417461984602625,-0.005155279858571005,-0.0026760378208190543,-0.0878865178382231,0.001379920049212835,0.031779107676655816,-0.0020424655209945186
-0.07417461984602625,-0.005155279858571005,-0.002667858436400777,-0.08779257402147556,0.0009195134699049312,0.031232619783860827,-0.00278286604877076
-0.0742813249228107,-0.005085284809131396,-0.0026719481286099165,-0.08807440547171996,0.001011594785766512,0.0315058637302581,-0.00222756565293869
-0.07417461984602625,-0.005085284809131396,-0.0026719481286099165,-0.08816834928846795,0.000274944258873866,0.030686131891064505,-0.0030605162466872393
-0.07406791476924157,-0.005120282333850978,-0.0026801275130281937,-0.08798046165497153,0.0007353508381817697,0.030959375837462222,-0.002875416114743068
-0.07406791476924157,-0.005085284809131396,-0.0026801275130281937,-0.0878865178382231,0.00045910689059702747,0.03086829452199602,-0.0030605162466872393
-0.07433467746120304,-0.00505028728441137,-0.0026719481286099165,-0.08807440547171996,0.0003670255747354467,0.031050457152928423,-0.0030605162466872393
-0.07422797238441836,-0.005155279858571005,-0.0026760378208190543,-0.08798046165497153,0.00045910689059702747,0.030595050575598748,-0.0030605162466872393
-0.07412126730763391,-0.005190277383291031,-0.0026637687441916393,-0.08798046165497153,0.00018286294301272932,0.03086829452199602,-0.0033381664446032744
-0.07438802999959537,-0.005085284809131396,-0.002667858436400777,-0.08779257402147556,0.0003670255747354467,0.030595050575598748,-0.0033381664446032744
-0.0742813249228107,-0.005190277383291031,-0.0026719481286099165,-0.08779257402147556,0.000274944258873866,0.030777213206530707,-0.0033381664446032744
