potentiometer0,potentiometer1,potentiometer2,potentiometer3,potentiometer4,potentiometer5,potentiometer6
3.876105766598137e-05,0.015703244874497146,-0.0026351408987276732,-0.003149195131433302,-0.00018546232043314959,0.006640664608050795,-0.003430716510575582
-1.459148072613381e-05,0.015738242399217173,-0.002639230590936811,-0.0036189142151741294,-0.00018546232043314959,0.006367420661653078,-0.003430716510575582
9.211359605831859e-05,0.0157732399239372,-0.0026310512065185337,-0.0036189142151741294,-0.00018546232043314959,0.006640664608050795,-0.0035232665765470017
-1.459148072613381e-05,0.015703244874497146,-0.0026310512065185337,-0.003243138948181734,-0.0004617062680183359,0.0060941767152549176,-0.003708366708491617
-1.459148072613381e-05,0.015563254775617708,-0.0026310512065185337,-0.0034310265816777097,-0.0002775436362951744,0.006549583292584593,-0.003430716510575582
9.211359605831859e-05,0.015703244874497146,-0.002651499667564226,-0.003243138948181734,-0.0004617062680183359,0.006276339346186877,-0.0035232665765470017
0.0002521712112351082,0.0157732399239372,-0.0026474099753550882,-0.003243138948181734,0.00018286294301272932,0.007004989869914713,-0.0029679661807153757
0.00014546613445065582,0.015738242399217173,-0.0026433202831459487,-0.003243138948181734,-9.338100457245702e-05,0.006731745923516996,-0.003430716510575582
3.876105766598137e-05,0.015563254775617708,-0.0026474099753550882,-0.003243138948181734,-9.338100457245702e-05,0.006367420661653078,-0.0035232665765470017
0.00014546613445065582,0.015738242399217173,-0.002639230590936811,-0.0030552513146853144,-0.0004617062680183359,0.006640664608050795,-0.003430716510575582
9.211359605831859e-05,0.015563254775617708,-0.0026351408987276732,-0.0036189142151741294,0.0003670255747354467,0.007004989869914713,-0.0030605162466872393
3.876105766598137e-05,0.015563254775617708,-0.0026310512065185337,-0.003337082764929722,-0.0002775436362951744,0.006549583292584593,-0.0033381664446032744
9.211359605831859e-05,0.015563254775617708,-0.0026310512065185337,-0.0034310265816777097,-1.2996887104321786e-06,0.006640664608050795,-0.0033381664446032744
9.211359605831859e-05,0.015633249825057316,-0.0026433202831459487,-0.003243138948181734,-9.338100457245702e-05,0.00645850197711928,-0.003430716510575582
-1.459148072613381e-05,0.015668247349777342,-0.002639230590936811,-0.0034310265816777097,-0.0002775436362951744,0.006185258030721119,-0.003800916774463925
9.211359605831859e-05,0.015633249825057316,-0.0026474099753550882,-0.003149195131433302,-0.0002775436362951744,0.006549583292584593,-0.003430716510575582
0.0002521712112351082,0.015703244874497146,-0.0026474099753550882,-0.0030552513146853144,0.00045910689059702747,0.007004989869914713,-0.002875416114743068
