potentiometer0,potentiometer1,potentiometer2,potentiometer3,potentiometer4,potentiometer5,potentiometer6,encoder0,encoder1,encoder2,encoder3,encoder4,encoder5,encoder6
-1.0074172214041741,-0.4656177125984704,0.004754932923185056,-2.772518969048804,-2.7248715986633574,-2.706489560491998,-2.75281552634268,-0.9856755649358968,-0.46473861890508256,0.00405220254,-2.8032884077146814,-2.799532446598019,-2.800069012471828,-2.8004714368771846
-1.0136594683960733,-0.47013239328733913,0.004804009229694716,-2.7927168896496464,-2.7443007563101434,-2.7253433927934507,-2.77345419105445,-0.9917301875092889,-0.4692641403693781,0.00410146156,-2.8236779109194203,-2.8203243742081145,-2.8204585156765667,-2.821129223018828
-1.0188346646201267,-0.47440209130316835,0.004861264920622648,-2.8100964957480454,-2.7614278810603894,-2.7423755987855865,-2.790205752995394,-0.9970357049938811,-0.47352708891595,0.004145535420000001,-2.8412504432866625,-2.838031048043809,-2.8377627651069046,-2.83870175538607
-1.0243833286129262,-0.4788817744673175,0.004926699995968859,-2.826442719862215,-2.7774500300202964,-2.7563110400518784,-2.8047361133530084,-1.0020168676977559,-0.4777823147296477,0.00418442412,-2.857615702437834,-2.8542621657265284,-2.853993882789624,-2.854530448663433
-1.0290783519914488,-0.48311647495842713,0.004983955686896795,-2.8422252810758963,-2.79199887792642,-2.7702464813181704,-2.819451573842566,-1.006665952888039,-0.4820607087419681,0.004228497980000001,-2.873310254246745,-2.869822576066987,-2.869688434598535,-2.8699567175354392
-1.0336666702931867,-0.48791113584505497,0.0050166732245699,-2.858101786106326,-2.807008132411851,-2.7850927357391226,-2.834352134464068,-1.0112455334824542,-0.48657850747338943,0.00427257184,-2.889675513397917,-2.886187835218159,-2.886187835218159,-2.886053693749707
-1.0382549885949246,-0.49221583138560443,0.005082108299916111,-2.8720994148017946,-2.8214648990021116,-2.798846014374482,-2.8483271944258504,-1.0152227409126797,-0.4907487832254707,0.00431146054,-2.904431074927662,-2.900809255279452,-2.900943396747904,-2.900809255279452
-1.0422564289743474,-0.49652052692615367,0.005110736145380081,-2.885533380596773,-2.8343562832227267,-2.8115973985397167,-2.8612842036619397,-1.0188987617608107,-0.49484955438168393,0.0043490529500000005,-2.917711080304433,-2.914223402124675,-2.9143575435931273,-2.9143575435931273
-1.046044459200201,-0.500930215040863,0.005172081528517152,-2.8977460767740264,-2.8470635048116204,-2.8238933761276215,-2.8740561127660835,-1.0225130007459478,-0.4991125029282558,0.00439571939,-2.9299179539335856,-2.9264302757538276,-2.9264302757538276,-2.927100983096089
-1.0497257843492698,-0.5049899279083727,0.005212978450608533,-2.9073283460823336,-2.8564557990294963,-2.832181775835024,-2.8838664197591224,-1.0255712029641406,-0.5029584238996196,0.0044372006700000004,-2.9393078567252418,-2.935954320013936,-2.935954320013936,-2.9368933102931014
-1.052766879037631,-0.5087346630534035,0.005257965064909054,-2.916159064856655,-2.864835198772896,-2.8401058502805627,-2.8921959256966088,-1.0283282186002387,-0.5065958310833794,0.004473496790000001,-2.9473563448323756,-2.9438686666526177,-2.944136949589522,-2.9450759398686874
-1.0555412110340308,-0.5126893833467536,0.005294772294791299,-2.923674570196504,-2.87220170404182,-2.84739235551784,-2.89941483084243,-1.0309307795788525,-0.5102332382671392,0.004514978070000001,-2.954734125597248,-2.95124644741749,-2.9515147303543947,-2.952185437696656
-1.0574619024161536,-0.5161891358187449,0.005327489832464404,-2.9295930306516342,-2.877818664309374,-2.852857234445797,-2.905338035064641,-1.03304680838639,-0.5133763905469485,0.0045499779,-2.960502208740694,-2.957014530560936,-2.9572828134978404,-2.9575510964347447
-1.0595426514134532,-0.5192689179940972,0.005376566138974061,-2.93429022148904,-2.8822385674707274,-2.8572291375881624,-2.9091325877694962,-1.0348462051460843,-0.516179742580292,0.004588866600000001,-2.965197160136522,-2.961709481956764,-2.9619777648936685,-2.9621119063621206
-1.0611965801036145,-0.5221737125458501,0.005413373368856306,-2.938047974158964,-2.8855534948417425,-2.860052658367607,-2.9125569402104614,-1.0364448108510487,-0.5188518081547737,0.00463294046,-2.9689531212531843,-2.9655995845418786,-2.9658678674787833,-2.9658678674787833
-1.0625837461018144,-0.5244485516526447,0.005466539367575102,-2.940866288661407,-2.8887763408968974,-2.8628761791470527,-2.9158887425854565,-1.0376418344465537,-0.5209678369623112,0.0046692365800000005,-2.9713676676853247,-2.968282413910923,-2.968148272442471,-2.9684165553793753
-1.0635974443312681,-0.5263384179875199,0.005495167213039071,-2.9423693897293766,-2.890341723266543,-2.864424561509974,-2.917276993575037,-1.0384990577955926,-0.5226359472631437,0.004710717860000001,-2.9724407994329423,-2.969355545658541,-2.9690872627216365,-2.9697579700638976
-1.0642910273303683,-0.5278083140257563,0.005523795058503037,-2.9424633335461245,-2.8908942111617115,-2.864424561509974,-2.917739743904898,-1.0390628172954108,-0.5239101981873907,0.00472886592,-2.9724407994329423,-2.9696238285954455,-2.9692214041900886,-2.9698921115323498
-1.0648245527142912,-0.5287882447179137,0.005548333211757867,-2.9421815020958806,-2.8907100485299893,-2.86451564282544,-2.9176471938389263,-1.0393871720761283,-0.5248292033994234,0.0047509028500000005,-2.972038375027586,-2.9692214041900886,-2.9689531212531843,-2.9696238285954455
-1.0650913154062527,-0.5293132075887126,0.005572871365012697,-2.9420875582791326,-2.8912625364251587,-2.865153212033702,-2.918480144432674,-1.0394643994048705,-0.5253157355704996,0.00476256946,-2.971501809153777,-2.96868483831628,-2.9685506968478275,-2.969355545658541
-1.0648779052526838,-0.5295231927370319,0.005581050749430973,-2.941805726828887,-2.8901575606348198,-2.8640602362481102,-2.917276993575037,-1.039379449343254,-0.525431576563613,0.0047716434900000005,-2.971233526216872,-2.9684165553793753,-2.9684165553793753,-2.9690872627216365
-1.0647178476375065,-0.5294182001628722,0.005601499210476663,-2.9419936144623837,-2.890249641950682,-2.8643334801945084,-2.9176471938389263,-1.0391168764255305,-0.5252462309746315,0.0047781249400000005,-2.971233526216872,-2.9684165553793753,-2.9684165553793753,-2.9690872627216365
-1.0642910273303683,-0.5289982298662332,0.005613768287104078,-2.9421815020958806,-2.8901575606348198,-2.864151317563577,-2.917276993575037,-1.038753907980442,-0.5248292033994234,0.0047833101,-2.971233526216872,-2.9684165553793753,-2.9684165553793753,-2.9690872627216365
-1.0639175595616222,-0.5285082645201544,0.005613768287104078,-2.9421815020958806,-2.8899733980030975,-2.864424561509974,-2.91736954364101,-1.038344603138108,-0.5242422757009824,0.004787198970000001,-2.971233526216872,-2.9684165553793753,-2.9684165553793753,-2.9690872627216365
-1.0635974443312681,-0.5276333264021567,0.005621947671522354,-2.9423693897293766,-2.8901575606348198,-2.8643334801945084,-2.917276993575037,-1.0378812391656544,-0.5235163388108053,0.00478849526,-2.971233526216872,-2.9684165553793753,-2.9684165553793753,-2.9690872627216365
-1.0631172714857373,-0.526688393234719,0.005638306440358908,-2.9418996706456357,-2.890249641950682,-2.8643334801945084,-2.917276993575037,-1.0374564888575721,-0.5226668381946405,0.00479108784,-2.971233526216872,-2.9684165553793753,-2.9684165553793753,-2.9690872627216365
-1.0625303935634223,-0.5256384674931216,0.005642396132568044,-2.9423693897293766,-2.8901575606348198,-2.864151317563577,-2.91736954364101,-1.0370857976796095,-0.521755555715482,0.0047988655800000005,-2.971233526216872,-2.9684165553793753,-2.9684165553793753,-2.9690872627216365
-1.0624770410250302,-0.5248335244245637,0.005662844593613738,-2.9419936144623837,-2.8900654793189586,-2.864151317563577,-2.917276993575037,-1.0368386702276342,-0.5209369460308143,0.00480275445,-2.971233526216872,-2.968282413910923,-2.9684165553793753,-2.9690872627216365
-1.0621035732562836,-0.523853593732406,0.005662844593613738,-2.9419936144623837,-2.890341723266543,-2.86451564282544,-2.9175546437729536,-1.0366842155701497,-0.5201878409420145,0.0048053470300000005,-2.971233526216872,-2.968282413910923,-2.9684165553793753,-2.9690872627216365
-1.0621035732562836,-0.5231536432380077,0.005662844593613738,-2.9419936144623837,-2.890249641950682,-2.8642423988790418,-2.91736954364101,-1.0365606518441621,-0.5194773495175858,0.004806643320000001,-2.971233526216872,-2.968282413910923,-2.9684165553793753,-2.9690872627216365
-1.0620502207178915,-0.5225236877930493,0.005671023978032014,-2.9422754459126277,-2.890341723266543,-2.864424561509974,-2.9175546437729536,-1.0365374836455394,-0.5189290354835159,0.004807939610000001,-2.971233526216872,-2.968282413910923,-2.9684165553793753,-2.9690872627216365
-1.0621035732562836,-0.5221387150211303,0.005683293054659429,-2.9423693897293766,-2.8901575606348198,-2.864424561509974,-2.9175546437729536,-1.0365915427756591,-0.5185197306411821,0.00481053219,-2.971233526216872,-2.968282413910923,-2.9684165553793753,-2.9690872627216365
-1.0621569257946761,-0.5216837471997715,0.005687382746868565,-2.9419936144623837,-2.890249641950682,-2.86451564282544,-2.9176471938389263,-1.0367151065016467,-0.5182339895248357,0.0048118284800000004,-2.971233526216872,-2.968282413910923,-2.9684165553793753,-2.9690872627216365
-1.0621569257946761,-0.5215787546256117,0.005691472439077704,-2.9420875582791326,-2.892367512215497,-2.8663372691347595,-2.9194056450923953,-1.0368541156933826,-0.5180949803330996,0.004813124770000001,-2.971233526216872,-2.968282413910923,-2.9684165553793753,-2.9690872627216365
-1.062370335948245,-0.5215437571008916,0.005687382746868565,-2.9419936144623837,-2.8910783737934347,-2.8650621307182362,-2.9182950443007303,-1.0369545112207477,-0.5180795348673513,0.004813124770000001,-2.97109938474842,-2.968282413910923,-2.9684165553793753,-2.9690872627216365
-1.0625837461018144,-0.5215787546256117,0.005679203362450289,-2.9418996706456357,-2.890341723266543,-2.864424561509974,-2.9175546437729536,-1.0370857976796095,-0.518141316730345,0.004813124770000001,-2.97109938474842,-2.968282413910923,-2.9684165553793753,-2.9690872627216365
-1.0624770410250302,-0.5217187447244913,0.005666934285822874,-2.941805726828887,-2.8896050727396503,-2.8636959109862463,-2.9169993433771215,-1.0371784704741,-0.5182880486549553,0.004813124770000001,-2.97109938474842,-2.968282413910923,-2.9684165553793753,-2.9690872627216365
-1.0625837461018144,-0.521858734823371,0.005671023978032014,-2.9418996706456357,-2.8907100485299893,-2.86451564282544,-2.917739743904898,-1.0372248068713454,-0.5184425033124398,0.004813124770000001,-2.97109938474842,-2.968282413910923,-2.9684165553793753,-2.9690872627216365
-1.062637098640207,-0.5219987249222504,0.005662844593613738,-2.9419936144623837,-2.890433804582404,-2.8642423988790418,-2.91736954364101,-1.0372479750699681,-0.5185969579699242,0.004814421060000001,-2.97109938474842,-2.968282413910923,-2.9684165553793753,-2.9690872627216365
